"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
45 " Private" 10 " Divorced" " Blue-Collar" " White" " Female" 40 45.66
20 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Female" 35 32.89
25 " Private" 13 " Married" " White-Collar" " White" " Male" 55 60.12
52 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 50 53.57
20 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 50.19
28 " Private" 10 " Single" " Service" " White" " Female" 40 37.99
50 " Government" 13 " Married" " Service" " White" " Male" 40 55.39
34 " Private" 11 " Divorced" " Service" " White" " Female" 64 39.08
28 " Private" 4 " Married" " Blue-Collar" " Other" " Male" 40 42.22
41 " Private" 14 " Married" " White-Collar" " White" " Male" 65 60.86
28 " Private" 9 " Married" " White-Collar" " White" " Male" 40 53.53
46 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 25 51.22
28 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Female" 40 40.65
32 " Private" 10 " Married" " White-Collar" " White" " Male" 50 56.48
41 " Government" 10 " Divorced" " Service" " Black" " Female" 24 43.5
24 " Private" 9 " Single" " Blue-Collar" " Black" " Female" 40 41.69
33 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 44.83
46 " Private" 16 " Married" " White-Collar" " White" " Male" 60 61.45
31 " Government" 10 " Married" " Blue-Collar" " White" " Male" 40 58.98
35 " Private" 8 " Divorced" " Blue-Collar" " White" " Male" 50 51.2
52 " Private" 2 " Married" " Blue-Collar" " White" " Male" 40 48.09
30 " Private" 7 " Single" " Service" " White" " Female" 19 36.45
34 " Government" 7 " Separated" " Blue-Collar" " Black" " Male" 40 47.25
34 " Government" 9 " Divorced" " Blue-Collar" " White" " Female" 40 47.08
20 " Private" 10 " Married" " Sales" " White" " Male" 30 50.49
17 " Private" 7 " Single" " Blue-Collar" " White" " Male" 18 52.78
32 " Government" 13 " Married" " White-Collar" " White" " Female" 40 52.76
29 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 52.11
33 " Private" 6 " Single" " Blue-Collar" " White" " Female" 35 42.44
25 " Private" 9 " Married" " Blue-Collar" " White" " Male" 60 53.9
36 " Government" 14 " Single" " Professional" " White" " Male" 40 53.72
23 " Private" 9 " Single" " Blue-Collar" " White" " Male" 72 56.43
63 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 40 54.9
47 " Government" 14 " Married" " Professional" " White" " Male" 40 62.22
80 " Other/Unknown" 9 " Widowed" " Other/Unknown" " White" " Male" 24 43.53
17 " Other/Unknown" 7 " Single" " Other/Unknown" " White" " Male" 40 43.5
40 " Self-Employed" 13 " Married" " Professional" " White" " Female" 40 42.19
30 " Private" 12 " Married" " Service" " White" " Female" 25 42.97
27 " Private" 10 " Single" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 39.6
33 " Private" 14 " Married" " Professional" " White" " Male" 50 54.87
34 " Government" 9 " Single" " Blue-Collar" " Black" " Male" 60 45.46
34 " Government" 10 " Single" " Service" " White" " Female" 40 43.75
23 " Private" 10 " Married" " White-Collar" " White" " Male" 40 59.16
42 " Government" 10 " Married" " White-Collar" " White" " Female" 40 47.11
29 " Private" 13 " Single" " Professional" " White" " Male" 40 52.57
45 " Private" 9 " Divorced" " White-Collar" " White" " Female" 28 41.5
24 " Government" 9 " Single" " Other/Unknown" " White" " Male" 40 52.62
44 " Private" 10 " Married" " Professional" " White" " Male" 40 54.94
27 " Private" 5 " Single" " Blue-Collar" " White" " Male" 40 49.16
20 " Private" 10 " Single" " Sales" " White" " Male" 35 46.46
44 " Private" 9 " Widowed" " White-Collar" " Black" " Female" 40 44.14
51 " Private" 9 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 46.4
20 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.36
17 " Other/Unknown" 7 " Single" " Other/Unknown" " White" " Female" 5 28.73
19 " Private" 9 " Single" " Blue-Collar" " Black" " Female" 40 37.29
45 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 55 55.96
60 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 57.88
42 " Private" 12 " Married" " White-Collar" " Black" " Male" 40 51.05
44 " Self-Employed" 9 " Married" " Sales" " White" " Female" 40 40.74
40 " Private" 11 " Married" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 48.14
30 " Private" 9 " Married" " White-Collar" " White" " Female" 40 41.57
38 " Private" 10 " Married" " Blue-Collar" " Black" " Male" 50 49.96
23 " Private" 9 " Married" " Blue-Collar" " White" " Male" 60 54.31
32 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Male" 40 49.72
44 " Private" 12 " Single" " Blue-Collar" " White" " Male" 40 51.65
54 " Government" 9 " Married" " Blue-Collar" " Black" " Male" 40 53.35
32 " Private" 13 " Married" " Professional" " White" " Male" 50 53.79
50 " Private" 2 " Married" " Blue-Collar" " White" " Male" 40 54.36
24 " Private" 13 " Single" " Service" " White" " Female" 20 37.57
37 " Private" 9 " Married" " White-Collar" " White" " Female" 60 45.51
52 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 54.97
38 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 56.92
49 " Private" 14 " Married" " White-Collar" " White" " Male" 45 62.61
30 " Private" 13 " Married" " Service" " White" " Female" 16 42.54
60 " Private" 10 " Single" " Professional" " White" " Male" 40 52.35
22 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 40 48.91
35 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.48
30 " Private" 9 " Single" " Blue-Collar" " White" " Male" 60 48.84
67 " Private" 11 " Divorced" " Service" " White" " Female" 24 39.66
46 " Private" 13 " Single" " Blue-Collar" " White" " Female" 40 42.18
17 " Private" 5 " Single" " Service" " White" " Male" 6 45.54
22 " Private" 10 " Single" " Blue-Collar" " White" " Male" 30 54.08
27 " Private" 6 " Single" " Service" " White" " Male" 40 46.22
23 " Private" 9 " Single" " Service" " White" " Female" 35 38.28
33 " Private" 12 " Married" " Blue-Collar" " White" " Male" 45 55.6
43 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 20 52.03
28 " Government" 13 " Single" " Professional" " White" " Male" 20 54.1
41 " Private" 9 " Married" " Blue-Collar" " White" " Female" 40 47.88
52 " Other/Unknown" 8 " Single" " Other/Unknown" " Black" " Male" 40 37.48
25 " Private" 10 " Married" " White-Collar" " Black" " Female" 20 47.88
63 " Other/Unknown" 2 " Married" " Other/Unknown" " White" " Male" 35 49.12
59 " Government" 9 " Married" " Blue-Collar" " White" " Male" 45 61.74
45 " Government" 13 " Divorced" " Professional" " White" " Female" 40 44.43
38 " Private" 13 " Married" " Sales" " White" " Male" 60 57.22
40 " Private" 9 " Single" " Service" " White" " Female" 35 37.28
46 " Government" 9 " Divorced" " White-Collar" " White" " Male" 40 58.16
35 " Private" 12 " Single" " White-Collar" " White" " Female" 60 47.38
34 " Private" 9 " Divorced" " Professional" " White" " Female" 25 42.15
33 " Private" 13 " Single" " Blue-Collar" " White" " Male" 20 49.44
41 " Private" 9 " Divorced" " White-Collar" " White" " Female" 36 42.35
20 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 48.18
23 " Private" 3 " Single" " Service" " White" " Male" 40 46.18
26 " Private" 10 " Single" " Professional" " White" " Female" 35 39.26
72 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 20 50.28
23 " Government" 9 " Single" " Blue-Collar" " White" " Male" 40 55.78
62 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 58.65
52 " Private" 10 " Married" " White-Collar" " White" " Male" 40 55.87
58 " Private" 10 " Divorced" " Service" " White" " Female" 42 42.15
25 " Private" 13 " Single" " Sales" " White" " Female" 40 40.48
24 " Private" 13 " Single" " White-Collar" " Black" " Male" 40 42.93
19 " Private" 10 " Single" " Service" " White" " Male" 8 46.72
43 " Private" 10 " Married" " White-Collar" " White" " Male" 40 55.8
47 " Government" 9 " Separated" " White-Collar" " Black" " Female" 40 43.26
39 " Private" 9 " Divorced" " Service" " White" " Female" 40 39.46
49 " Private" 11 " Married" " Blue-Collar" " White" " Male" 42 55.98
53 " Other/Unknown" 3 " Widowed" " Other/Unknown" " Black" " Female" 30 33.73
32 " Private" 11 " Single" " Blue-Collar" " White" " Male" 45 52.15
34 " Private" 10 " Married" " Professional" " White" " Male" 50 55.38
28 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 45 52.39
57 " Other/Unknown" 11 " Widowed" " Other/Unknown" " White" " Female" 38 35.53
25 " Private" 10 " Single" " White-Collar" " Amer-Indian-Eskimo" " Female" 20 38.98
20 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 24 44.16
21 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Female" 35 35.4
34 " Private" 13 " Married" " Professional" " White" " Male" 50 52.47
38 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 80 56.2
50 " Private" 9 " Married" " White-Collar" " White" " Male" 50 59.72
24 " Government" 10 " Divorced" " Blue-Collar" " Black" " Male" 50 48.1
37 " Government" 10 " Married" " Service" " White" " Male" 45 55.16
44 " Private" 10 " Divorced" " Blue-Collar" " White" " Male" 58 52.61
28 " Private" 10 " Married" " Sales" " White" " Female" 40 44.37
42 " Private" 13 " Married" " White-Collar" " White" " Male" 40 59.59
74 " Private" 10 " Divorced" " White-Collar" " White" " Female" 9 47.06
38 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 50 52.71
44 " Self-Employed" 14 " Married" " Professional" " White" " Male" 40 52.68
44 " Private" 7 " Divorced" " Blue-Collar" " Other" " Female" 46 32.75
26 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 51.98
36 " Private" 9 " Married" " Service" " Black" " Male" 40 43.06
41 " Private" 12 " Married" " White-Collar" " White" " Female" 50 45.61
67 " Private" 15 " Married" " Professional" " White" " Male" 48 56.36
39 " Government" 8 " Married" " Service" " White" " Male" 50 60.04
57 " Private" 2 " Widowed" " Service" " Black" " Female" 30 38.33
29 " Private" 11 " Separated" " Blue-Collar" " White" " Male" 40 53.81
31 " Self-Employed" 13 " Single" " Blue-Collar" " White" " Female" 45 40.03
34 " Other/Unknown" 9 " Single" " Other/Unknown" " Black" " Female" 40 33.79
44 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 55.22
29 " Private" 16 " Single" " Professional" " White" " Male" 40 50.48
30 " Private" 10 " Single" " Blue-Collar" " White" " Female" 40 40.26
27 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 52.21
27 " Private" 10 " Married" " Sales" " White" " Male" 50 50.02
32 " Private" 9 " Single" " Blue-Collar" " White" " Female" 45 42.83
58 " Private" 6 " Married" " Service" " White" " Female" 8 42.57
35 " Government" 10 " Married" " Service" " White" " Male" 40 53.95
21 " Private" 9 " Single" " Blue-Collar" " White" " Male" 36 51.78
28 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 56
46 " Self-Employed" 10 " Divorced" " White-Collar" " White" " Male" 50 50.87
36 " Self-Employed" 9 " Separated" " Service" " White" " Female" 40 36.76
72 " Private" 7 " Widowed" " White-Collar" " White" " Female" 40 42.47
35 " Private" 9 " Married" " Blue-Collar" " Black" " Female" 40 47.26
33 " Government" 11 " Divorced" " Blue-Collar" " Black" " Female" 40 47.1
69 " Private" 7 " Single" " Blue-Collar" " White" " Female" 40 44.74
35 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.12
31 " Private" 9 " Separated" " White-Collar" " White" " Female" 20 42.22
34 " Private" 9 " Married" " Service" " White" " Female" 32 40.72
30 " Private" 7 " Married" " Service" " White" " Male" 40 50.88
28 " Private" 13 " Single" " Blue-Collar" " White" " Male" 55 51.26
54 " Private" 13 " Married" " Sales" " White" " Male" 35 52.03
47 " Private" 10 " Married" " Professional" " White" " Male" 50 55.17
24 " Private" 9 " Single" " Blue-Collar" " Black" " Female" 40 38.53
52 " Self-Employed" 13 " Married" " Professional" " White" " Male" 60 55.36
20 " Private" 9 " Single" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 48 38.46
43 " Self-Employed" 14 " Married" " White-Collar" " White" " Male" 45 56.18
45 " Private" 4 " Separated" " Service" " White" " Female" 40 37.86
29 " Self-Employed" 9 " Separated" " Blue-Collar" " White" " Male" 35 48.88
47 " Private" 14 " Divorced" " White-Collar" " White" " Male" 42 55.41
24 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.87
51 " Private" 9 " Married" " Professional" " White" " Male" 40 55.44
17 " Private" 7 " Single" " Sales" " White" " Male" 12 43.13
37 " Private" 11 " Married" " Blue-Collar" " White" " Male" 40 54.16
27 " Private" 16 " Single" " Professional" " White" " Female" 70 42.51
29 " Private" 13 " Married" " White-Collar" " White" " Male" 40 57.21
18 " Other/Unknown" 8 " Single" " Other/Unknown" " White" " Male" 25 46.51
36 " Self-Employed" 12 " Divorced" " Sales" " White" " Female" 35 38.2
58 " Government" 13 " Single" " Professional" " White" " Female" 40 45.11
26 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 45 49.21
65 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Male" 30 50
57 " Private" 9 " Married" " Sales" " White" " Male" 40 52.07
59 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.56
27 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.44
31 " Self-Employed" 13 " Single" " Service" " White" " Male" 40 47.16
21 " Private" 10 " Single" " Sales" " White" " Female" 24 35.37
29 " Private" 10 " Single" " White-Collar" " White" " Male" 60 53.32
18 " Private" 7 " Single" " Service" " White" " Male" 40 47.67
52 " Private" 6 " Married" " Blue-Collar" " White" " Male" 47 53.26
57 " Self-Employed" 13 " Divorced" " Professional" " White" " Male" 80 51.31
42 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 40 46.62
55 " Other/Unknown" 9 " Married" " Other/Unknown" " Asian-Pac-Islander" " Female" 40 32.52
60 " Private" 4 " Single" " Blue-Collar" " White" " Male" 48 51.41
31 " Private" 13 " Married" " Professional" " White" " Male" 40 55.84
23 " Private" 13 " Single" " White-Collar" " White" " Female" 40 43.35
27 " Private" 9 " Single" " Sales" " White" " Male" 40 48.81
23 " Other/Unknown" 10 " Single" " Other/Unknown" " Amer-Indian-Eskimo" " Female" 25 30.23
42 " Self-Employed" 15 " Married" " Professional" " White" " Male" 50 52.16
25 " Private" 10 " Single" " Service" " White" " Male" 40 44.17
49 " Private" 13 " Single" " Professional" " White" " Female" 45 43.21
32 " Private" 13 " Single" " Service" " White" " Male" 40 52.91
19 " Private" 10 " Single" " White-Collar" " White" " Male" 28 54.66
60 " Private" 4 " Divorced" " Service" " White" " Female" 40 38.19
42 " Government" 5 " Married" " Service" " White" " Male" 40 54.94
35 " Self-Employed" 12 " Single" " Blue-Collar" " White" " Male" 40 45.94
48 " Private" 9 " Single" " White-Collar" " Black" " Female" 37 44.92
51 " Private" 14 " Married" " Blue-Collar" " White" " Male" 40 56.65
29 " Private" 9 " Single" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 39.55
36 " Government" 9 " Separated" " White-Collar" " Black" " Male" 40 46.25
17 " Private" 6 " Single" " Service" " White" " Female" 21 35.4
52 " Private" 14 " Divorced" " Professional" " White" " Female" 60 41
24 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 49.92
24 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 52.57
26 " Government" 13 " Single" " Professional" " White" " Male" 40 57.39
27 " Private" 13 " Single" " Service" " White" " Female" 20 38.41
39 " Private" 9 " Single" " Blue-Collar" " White" " Male" 60 53.91
30 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 45 41.84
50 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 32 53.34
52 " Self-Employed" 13 " Married" " Sales" " White" " Male" 55 49.89
46 " Private" 15 " Married" " Professional" " White" " Male" 45 52.93
23 " Private" 13 " Single" " Sales" " White" " Female" 20 41.41
45 " Private" 7 " Widowed" " Service" " Black" " Female" 20 34.79
65 " Private" 5 " Widowed" " Service" " Black" " Female" 24 38.36
29 " Private" 11 " Married" " Blue-Collar" " White" " Male" 55 57.62
47 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 54.52
30 " Private" 9 " Single" " Blue-Collar" " Black" " Male" 60 41.74
34 " Private" 9 " Married" " Sales" " White" " Male" 45 54.04
38 " Self-Employed" 9 " Married" " Sales" " White" " Male" 64 50.19
33 " Private" 10 " Married" " White-Collar" " White" " Male" 40 55.16
49 " Private" 13 " Married" " Sales" " White" " Male" 26 50.5
47 " Self-Employed" 10 " Single" " Service" " Black" " Female" 40 39.88
49 " Government" 6 " Separated" " Service" " Black" " Female" 40 40.17
43 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 52.48
30 " Private" 13 " Married" " White-Collar" " Black" " Female" 40 49.2
